Order	Main.Row	Main.Col	Sub.Row	Sub.Col	Series.Id	Spot.Type	Dilution	Net.Value	Raw.Value	Background.Value	Spot.X.Position	Spot.Y.Position	Original.Order
271	1	1	3	7	50	Sample	50	1331.64952	11337.334577	10005.685057	123190	58674	271
272	1	1	3	8	50	Sample	25	685.019214	10770.616915	10085.597701	133858	58674	272
273	1	1	3	9	50	Sample	12.5	228.548121	10403.134328	10174.586207	144272	58674	273
274	1	1	3	10	50	Sample	6.25	167.747401	10108.094527	9940.347126	154432	58674	274
275	1	1	3	11	1057	PosCtrl	25	1839.842803	12036.594527	10196.751724	164592	58674	275
276	1	1	3	12	51	Sample	100	5020.877458	15053.11194	10032.234483	174498	58928	276
277	1	1	3	13	51	Sample	50	1290.728727	11287.924129	9997.195402	185420	58928	277
278	1	1	3	14	51	Sample	25	617.707934	10339.680348	9721.972414	195580	58928	278
279	1	1	3	15	51	Sample	12.5	340.887365	9683.075871	9342.188506	206756	58674	279
280	1	1	3	16	51	Sample	6.25	-60.845042	9302.603234	9363.448276	217170	58674	280
281	1	1	3	17	52	Sample	100	3078.666812	12752.956468	9674.289655	226568	58674	281
282	1	1	3	18	52	Sample	50	922.370244	10317.13806	9394.767816	237490	58928	282
283	1	1	3	19	52	Sample	25	415.342306	9821.69403	9406.351724	247650	58674	283
284	1	1	3	20	52	Sample	12.5	147.967868	10060.788557	9912.82069	258572	58674	284
285	1	1	3	21	52	Sample	6.25	102.683385	10017.538557	9914.855172	268478	58674	285
286	1	1	3	22	1058	PosCtrl	25	1489.889149	11565.190299	10075.301149	278130	59436	286
287	1	1	3	23	53	Sample	100	6300.375922	16793.364428	10492.988506	289052	58928	287
288	1	1	3	24	53	Sample	50	2223.446895	12710.451493	10487.004598	299720	58928	288
289	1	1	3	25	53	Sample	25	1009.750317	11255.890547	10246.14023	310134	58928	289
290	1	1	3	26	53	Sample	12.5	451.832064	10701.604478	10249.772414	321056	58928	290
291	1	1	3	27	53	Sample	6.25	245.57636	10494.567164	10248.990805	330708	58928	291
292	1	1	3	28	54	Sample	100	3765.182896	14323.71393	10558.531034	341122	59182	292
293	1	1	3	29	54	Sample	50	1129.257437	11609.696517	10480.43908	351790	58928	293
294	1	1	3	30	54	Sample	25	492.630177	10789.912935	10297.282759	362712	58928	294
295	1	1	3	31	54	Sample	12.5	108.899974	10371.303483	10262.403509	373634	58928	295
296	1	1	3	32	54	Sample	6.25	128.494464	10329.804726	10201.310263	381762	58928	296
297	1	1	3	33	1059	PosCtrl	25	1282.316392	11434.822139	10152.505747	392938	59182	297
298	1	1	3	34	55	Sample	100	1891.089955	12484.322139	10593.232184	403606	58928	298
299	1	1	3	35	55	Sample	50	606.932982	11143.222637	10536.289655	414528	58928	299
300	1	1	3	36	55	Sample	25	269.655636	10660.763682	10391.108046	425196	58928	300
301	1	1	3	37	55	Sample	12.5	-19.105876	10306.528607	10325.634483	435864	58928	301
302	1	1	3	38	55	Sample	6.25	-9.716161	10084.559701	10094.275862	445770	58928	302
303	1	1	3	39	56	Sample	100	1082.801295	11303.456468	10220.655172	455422	58928	303
304	1	1	3	40	56	Sample	50	322.16791	10519.834577	10197.666667	466598	58928	304
